2980.	-0.006891
2980.05	-0.018086
2980.1	-0.01015
2980.15	0.004688
2980.2	0.002827
2980.25	0.00078
2980.3	0.005845
2980.35	0.008118
2980.4	0.014137
2980.45	0.002624
2980.5	0.000415
2980.55	0.006899
2980.6	0.001141
2980.65	0.004554
2980.7	0.006661
2980.75	-0.005016
2980.8	-0.000556
2980.85	-0.004255
2980.9	-0.003737
2980.95	-0.009998
2981.	-0.014408
2981.05	-0.020566
2981.1	-0.015231
2981.15	-0.009739
2981.2	0.00578
2981.25	0.024596
2981.3	0.042068
2981.35	0.057673
2981.4	0.067665
2981.45	0.083388
2981.5	0.087596
2981.55	0.06894
2981.6	0.041395
2981.65	0.030569
2981.7	0.008863
2981.75	-0.013089
2981.8	-0.013301
2981.85	-0.016722
2981.9	-0.013278
2981.95	-0.010161
2982.	0.009855
2982.05	0.008215
2982.1	0.013381
2982.15	0.021449
2982.2	0.018821
2982.25	0.006157
2982.3	-0.003851
2982.35	-0.0078
2982.4	0.001615
2982.45	0.006972
2982.5	-0.010118
2982.55	-0.015509
2982.6	-0.013924
2982.65	-0.007354
2982.7	0.010482
2982.75	0.002836
2982.8	0.009947
2982.85	0.021387
2982.9	0.032347
2982.95	0.039745
2983.	0.042813
2983.05	0.04289
2983.1	0.030687
2983.15	0.015178
2983.2	0.006983
2983.25	0.005879
2983.3	0.001477
2983.35	0.006975
2983.4	0.004047
2983.45	0.001566
2983.5	-0.00489
2983.55	-0.006398
2983.6	-0.002853
2983.65	-0.007137
2983.7	-0.003033
2983.75	-0.020887
2983.8	-0.019945
2983.85	-0.013621
2983.9	-0.018453
2983.95	-0.02448
2984.	-0.021862
2984.05	-0.018328
2984.1	-0.020819
2984.15	-0.017372
2984.2	-0.016352
2984.25	-0.021936
2984.3	-0.02444
2984.35	-0.022227
2984.4	-0.024399
2984.45	-0.026811
2984.5	-0.024115
2984.55	-0.016229
2984.6	-0.021676
2984.65	-0.031492
2984.7	-0.027316
2984.75	-0.012647
2984.8	-0.010928
2984.85	-0.01389
2984.9	-0.00823
2984.95	-0.016545
2985.	-0.019182
2985.05	-0.011773
2985.1	-0.017071
2985.15	-0.025075
2985.2	-0.024112
2985.25	-0.019377
2985.3	-0.022465
2985.35	-0.017484
2985.4	-0.012962
2985.45	-0.015202
2985.5	-0.008293
2985.55	-0.01015
2985.6	-0.010855
2985.65	-0.014385
2985.7	-0.009303
2985.75	-0.004174
2985.8	-0.002451
2985.85	-0.01142
2985.9	-0.004097
2985.95	0.000725
2986.	-0.006445
2986.05	-0.013068
2986.1	0.007408
2986.15	0.023565
2986.2	0.025036
2986.25	0.021094
2986.3	0.031437
2986.35	0.033015
2986.4	0.027558
2986.45	0.021972
2986.5	0.015169
2986.55	-0.001168
2986.6	-0.00591
2986.65	-0.014814
2986.7	-0.009397
2986.75	-0.003489
2986.8	-0.00714
2986.85	0.011912
2986.9	0.027954
2986.95	0.0273
2987.	0.025938
2987.05	0.030198
2987.1	0.020667
2987.15	0.020352
2987.2	0.02912
2987.25	0.031187
2987.3	0.012377
2987.35	0.011924
2987.4	0.023127
2987.45	0.028283
2987.5	0.034127
2987.55	0.035238
2987.6	0.044073
2987.65	0.055053
2987.7	0.05694
2987.75	0.066505
2987.8	0.072548
2987.85	0.074822
2987.9	0.070625
2987.95	0.081598
2988.	0.076499
2988.05	0.07766
2988.1	0.079791
2988.15	0.080028
2988.201	0.083415
2988.251	0.092366
2988.301	0.090766
2988.351	0.083293
2988.401	0.083099
2988.451	0.076953
2988.501	0.084498
2988.551	0.066391
2988.601	0.038033
2988.651	-0.008701
2988.701	-0.064099
2988.751	-0.140719
2988.801	-0.254258
2988.851	-0.41249
2988.901	-0.648847
2988.951	-0.996821
2989.001	-1.529109
2989.051	-2.317797
2989.101	-3.396878
2989.151	-4.78746
2989.201	-6.407737
2989.251	-8.03082
2989.301	-9.181848
2989.351	-9.268649
2989.401	-7.591554
2989.451	-3.621393
2989.501	2.731992
2989.551	10.796998
2989.601	19.094286
2989.651	25.5891
2989.701	28.336224
2989.751	26.312749
2989.801	19.881071
2989.851	10.750977
2989.901	1.201616
2989.951	-6.865265
2990.001	-12.532213
2990.051	-15.69315
2990.101	-16.546681
2990.151	-15.247755
2990.201	-12.072981
2990.251	-7.70843
2990.301	-3.297023
2990.351	0.079887
2990.401	1.975921
2990.451	2.536807
2990.501	2.164672
2990.551	1.14129
2990.601	-0.306058
2990.651	-1.850419
2990.701	-3.086675
2990.751	-3.696459
2990.801	-3.691048
2990.851	-3.136681
2990.901	-2.138854
2990.951	-0.886335
2991.001	0.337259
2991.051	1.244588
2991.101	1.701718
2991.151	1.752503
2991.201	1.498842
2991.251	1.067653
2991.301	0.593393
2991.351	0.195459
2991.401	-0.049797
2991.451	-0.108752
2991.501	-0.006798
2991.551	0.206231
2991.601	0.4706
2991.651	0.708724
2991.701	0.881575
2991.751	0.961365
2991.801	0.975905
2991.851	0.971832
2991.901	0.927233
2991.951	0.839294
2992.001	0.725399
2992.051	0.587254
2992.101	0.452386
2992.151	0.302708
2992.201	0.165891
2992.251	0.079812
2992.301	0.035605
2992.351	0.060315
2992.401	0.11082
2992.451	0.165131
2992.501	0.229122
2992.551	0.310693
2992.601	0.374191
2992.651	0.43741
2992.701	0.467737
2992.751	0.463634
2992.801	0.443208
2992.851	0.361279
2992.901	0.22353
2992.951	0.029068
2993.001	-0.168141
2993.051	-0.343011
2993.101	-0.447583
2993.151	-0.506211
2993.201	-0.530441
2993.251	-0.496553
2993.301	-0.433134
2993.351	-0.369609
2993.401	-0.285801
2993.451	-0.223388
2993.501	-0.161021
2993.551	-0.120354
2993.601	-0.06953
2993.651	-0.040382
2993.701	-0.033282
2993.751	-0.030168
2993.801	-0.007697
2993.851	0.016874
2993.901	0.053072
2993.951	0.085428
2994.001	0.112879
2994.051	0.138303
2994.101	0.161766
2994.151	0.148263
2994.201	0.108436
2994.251	0.06564
2994.301	0.012745
2994.351	-0.037072
2994.401	-0.094039
2994.451	-0.133897
2994.501	-0.173554
2994.551	-0.199391
2994.601	-0.222299
